Destinasi,Rule_Score,Content_Score,Hybrid_Score,Rank_Rule,Rank_Hybrid,Delta_Rank,Movement,Rule_Contribution,Content_Contribution,Rank,Recommendation_Score,Recommendation_Label
Sendra Tari Ramayana Ballet (Outdoor),0.423076923076923,0.0,0.2538461538461538,9,65,-56,Turun,0.2538461538461538,0.0,74,25.38,Alternatif
Museum Sonobudoyo,0.423076923076923,0.0,0.2538461538461538,9,65,-56,Turun,0.2538461538461538,0.0,75,25.38,Alternatif
Makam Girigondo,0.423076923076923,0.0,0.2538461538461538,9,65,-56,Turun,0.2538461538461538,0.0,76,25.38,Alternatif
Masjid Gedhe Mataram,0.423076923076923,0.0,0.2538461538461538,9,65,-56,Turun,0.2538461538461538,0.0,77,25.38,Alternatif
Museum Sandi,0.423076923076923,0.0,0.2538461538461538,9,65,-56,Turun,0.2538461538461538,0.0,78,25.38,Alternatif
Museum TNI AD Dharma Wiratama,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,79,23.08,Alternatif
Pantai Kayu Arum ,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,80,23.08,Alternatif
Museum Ullen Sentalu,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,81,23.08,Alternatif
Wisata Wayang Wukirsari,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,82,23.08,Alternatif
Museum Mini Sisa Hartaku,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,83,23.08,Alternatif
Pantai Mbuluk,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,84,23.08,Alternatif
Mengger Kemuning,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,85,23.08,Alternatif
Teras Merapi,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,86,23.08,Alternatif
Candi Prambanan,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,87,23.08,Alternatif
Kraton,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,88,23.08,Alternatif
Pantai Mesra,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,89,23.08,Alternatif
Museum Gerabah Kasongan,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,90,23.08,Alternatif
Museum Dewantara Kirti Griya,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,91,23.08,Alternatif
Museum Jendral Sudirman,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,92,23.08,Alternatif
Pantai Kesirat ,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,93,23.08,Alternatif
Museum Bank Indonesia,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,94,23.08,Alternatif
Pantai Sadranan,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,95,23.08,Alternatif
Nawang Jagad,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,96,23.08,Alternatif
Keraton Ratu Boko,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,97,23.08,Alternatif
Museum Dr. Yap Prawirohusodo,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,98,23.08,Alternatif
Wunung Giriselokondo ,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,99,23.08,Alternatif
Sungai Mudal,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,100,23.08,Alternatif
Bukit Paralayang Watugupit,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,101,23.08,Alternatif
Panorama Setro,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,102,23.08,Alternatif
Hutan pendidikan Wanagama ,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,103,23.08,Alternatif
Pantai Wohkudu,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,104,23.08,Alternatif
Museum Rumah Garuda,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,105,23.08,Alternatif
Museum Taman Tino Sidin,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,106,23.08,Alternatif
Pantai Watu Kodok,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,107,23.08,Alternatif
Pantai Siung,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,108,23.08,Alternatif
Pantai Jungwok,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,109,23.08,Alternatif
Museum Benteng Vredeburg,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,110,23.08,Alternatif
Museum UGM,0.3846153846153847,0.0,0.2307692307692308,25,79,-54,Turun,0.2307692307692308,0.0,111,23.08,Alternatif
