title,rata2_bintang,std_bintang,jumlah_ulasan,rasio_positif,rasio_netral,rasio_negatif,confidence_avg,skor_rekomendasi
Situs Surocolo Goa Sunan Mas,4.76,0.6869037302955031,50,0.52,0.1,0.38,0.8761868007105262,0.736
Pantai Siung,4.813559322033898,0.6816454804921651,59,0.5084745762711864,0.06779661016949153,0.423728813559322,0.8830124445232502,0.735593220338983
 Museum Benteng Vredeburg,4.854166666666667,0.41203094974297644,48,0.5,0.0625,0.4375,0.8925284449946457,0.7354166666666667
Museum Pleret,4.852941176470588,0.3594906279535709,34,0.5,0.11764705882352941,0.38235294117647056,0.900658863114162,0.7352941176470588
Ndalem Pujokusuman Pamulangan Beksa Sasminta Mardawa,4.918918918918919,0.27672473069203013,37,0.4864864864864865,0.10810810810810811,0.40540540540540543,0.8246731190630875,0.7351351351351352
Pantai Sadranan,4.74,0.6942915931555923,50,0.52,0.06,0.42,0.9021216654082356,0.734
Museum Bank Indonesia,4.825,0.5006406152531231,40,0.5,0.1,0.4,0.8829359647251325,0.7325
Hutan Pendidikan Wanagama,4.679245283018868,0.6437147273580953,53,0.5283018867924528,0.22641509433962265,0.24528301886792453,0.8354898404109866,0.7320754716981133
De MANGOL VIEW,4.52,0.7351245903010633,50,0.56,0.08,0.36,0.8987615225417638,0.732
Wunung Giriselokondo,4.704545454545454,0.5531955983003285,44,0.5227272727272727,0.1590909090909091,0.3181818181818182,0.8706001986678669,0.7318181818181817
Museum Geoteknologi Mineral UPN,4.742857142857143,0.505432670960188,35,0.5142857142857142,0.2,0.2857142857142857,0.8478952043453256,0.7314285714285714
Kampung Jelok,4.428571428571429,0.7390659560519333,35,0.5714285714285714,0.11428571428571428,0.3142857142857143,0.8971426824728309,0.7285714285714286
Laguna Pantai Depok,4.625,0.7071067811865475,32,0.53125,0.0625,0.40625,0.8686843780640148,0.728125
Ekowisata Nologaten,4.604651162790698,0.8766694246848052,43,0.5348837209302325,0.13953488372093023,0.32558139534883723,0.8760628375339348,0.727906976744186
Bukit Paralayang Watugupit,4.659090909090909,0.9631146619216512,44,0.5227272727272727,0.11363636363636363,0.36363636363636365,0.8851136957535876,0.7272727272727273
Makam Girigondo,4.769230769230769,0.42966892442365967,26,0.5,0.15384615384615385,0.34615384615384615,0.8579911711489762,0.7269230769230769
Keraton Ratu Boko,4.625,0.8678739126192976,40,0.525,0.15,0.325,0.8769899570487782,0.7250000000000001
Candi Ijo ,4.875,0.40430377003132,40,0.475,0.075,0.45,0.8779108746270274,0.725
Taman Nasional Gunung Merapi,4.8478260869565215,0.5564726729577943,46,0.4782608695652174,0.06521739130434782,0.45652173913043476,0.8929398613806853,0.7239130434782608
Museum TNI AD Dharma Wiratama,4.840909090909091,0.4794949774542019,44,0.4772727272727273,0.06818181818181818,0.45454545454545453,0.892328815031005,0.7227272727272727
Tritis Saint Mary's Grotto - Gunungkidul Regency,4.979591836734694,0.14285714285714282,49,0.4489795918367347,0.1836734693877551,0.3673469387755102,0.8591336368980593,0.7224489795918367
Bukit Kosakora,4.571428571428571,0.8660254037844386,49,0.5306122448979592,0.061224489795918366,0.40816326530612246,0.9105013749126627,0.7224489795918367
Museum Gunung Api Merapi,4.775510204081633,0.5868455973269637,49,0.4897959183673469,0.08163265306122448,0.42857142857142855,0.8806842386937879,0.7224489795918367
Museum UGM,4.888888888888889,0.31782086308186425,45,0.4666666666666667,0.06666666666666667,0.4666666666666667,0.8807237213936661,0.7222222222222223
Candi Barong,4.790322580645161,0.44857138526490625,62,0.4838709677419355,0.08064516129032258,0.43548387096774194,0.884118244386211,0.7209677419354839
Omah Salak,4.690476190476191,0.7804968785767566,42,0.5,0.047619047619047616,0.4523809523809524,0.8951760635285644,0.719047619047619
Agro Tourism Bhumi Merapi,4.517241379310345,0.9595572683483614,58,0.5344827586206896,0.06896551724137931,0.39655172413793105,0.8984700357588974,0.7189655172413794
Mangrove Wanatirta,4.43859649122807,1.1183141626645174,57,0.543859649122807,0.17543859649122806,0.2807017543859649,0.8463176708507749,0.7157894736842105
Kebun Buah Mangunan,4.7894736842105265,0.5769394898639179,38,0.47368421052631576,0.02631578947368421,0.5,0.8986897612934678,0.7157894736842105
Pantai Gesing,4.488888888888889,0.9444147351239239,45,0.5333333333333333,0.08888888888888889,0.37777777777777777,0.8933754225026268,0.7155555555555555
Pantai Watu Kodok,4.65,1.001281230506246,40,0.5,0.1,0.4,0.889467110110582,0.7150000000000001
Suraloka Interactive Zoo,4.907692307692308,0.38418244864407053,65,0.4461538461538462,0.15384615384615385,0.4,0.8649005943979959,0.7138461538461539
Jogja Agro Park (JAP),4.784313725490196,0.5766706335577035,51,0.47058823529411764,0.13725490196078433,0.39215686274509803,0.8736285798839485,0.7137254901960783
Kaliurang Park Botanical Garden,4.52,1.1821806208901258,50,0.52,0.18,0.3,0.8723656330956598,0.712
Affandi Museum,4.911764705882353,0.2879022412812365,34,0.4411764705882353,0.08823529411764706,0.47058823529411764,0.8778161723198635,0.711764705882353
Museum Perjuangan,4.764705882352941,0.4959730887990137,34,0.47058823529411764,0.08823529411764706,0.4411764705882353,0.8960627716999813,0.7117647058823529
Puncak Suroloyo,4.849056603773585,0.4112002326723349,53,0.4528301886792453,0.05660377358490566,0.49056603773584906,0.8986389790585826,0.7113207547169811
Seribu Batu Songgolangit,4.717391304347826,0.5016879720065438,46,0.4782608695652174,0.13043478260869565,0.391304347826087,0.8838654397632087,0.7108695652173913
Embung Kleco,4.173913043478261,1.0604893592862779,46,0.5869565217391305,0.043478260869565216,0.3695652173913043,0.9005531912675716,0.7108695652173913
Tembi Rumah Budaya,4.7368421052631575,0.6010895749371726,38,0.47368421052631576,0.15789473684210525,0.3684210526315789,0.8556165225350123,0.7105263157894737
Bukit Wisata Pulepayung,4.708333333333333,0.6174185563771674,48,0.4791666666666667,0.14583333333333334,0.375,0.8825536481841442,0.7104166666666667
Perbukitan Widosari,4.788461538461538,0.666760928479321,52,0.46153846153846156,0.09615384615384616,0.4423076923076923,0.890122226729123,0.7096153846153845
Agrowisata Turi,4.238095238095238,1.1220522097657424,42,0.5714285714285714,0.16666666666666666,0.2619047619047619,0.8881724512451605,0.7095238095238094
Museum Gerabah Kasongan,4.938461538461539,0.24218556140663328,65,0.4307692307692308,0.07692307692307693,0.49230769230769234,0.8758321558082175,0.7092307692307693
Gardu Pandang Kaliurang,4.479166666666667,0.9673298043349072,48,0.5208333333333334,0.125,0.3541666666666667,0.8725776486978667,0.7083333333333334
Bukit Klangon,4.68,0.8191583535332259,50,0.48,0.06,0.46,0.8944316956533508,0.708
Wisata Alam Watu Gendong Beji,4.666666666666667,0.7244464749279005,48,0.4791666666666667,0.10416666666666667,0.4166666666666667,0.8585546083057433,0.70625
Pantai Kayu Arum,4.648148148148148,0.8502476311297722,54,0.48148148148148145,0.05555555555555555,0.46296296296296297,0.889734502671913,0.7055555555555555
Goa Kebon,4.431818181818182,0.9976187292568535,44,0.5227272727272727,0.09090909090909091,0.38636363636363635,0.8804329694627437,0.7045454545454546
Pantai Nampu,4.686274509803922,0.7613198034579521,51,0.47058823529411764,0.058823529411764705,0.47058823529411764,0.9137216993409286,0.7039215686274509
Pantai Sundak,4.537037037037037,1.022630034412065,54,0.5,0.05555555555555555,0.4444444444444444,0.8970811848806922,0.7037037037037037
Gedung Agung Yogyakarta,4.533333333333333,1.1566560021651349,60,0.5,0.11666666666666667,0.38333333333333336,0.861920342617981,0.7033333333333334
Chocolate Monggo Museum New Factory Store Kedai & Gelato,4.901639344262295,0.35142178042853706,61,0.4262295081967213,0.04918032786885246,0.5245901639344263,0.8814676921327275,0.7032786885245902
Candi Sari,4.75,0.6862435664967209,44,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.8824986726992786,0.7022727272727273
Ledok Sambi Ecopark,4.704918032786885,0.6914781822318997,61,0.45901639344262296,0.14754098360655737,0.39344262295081966,0.8831876784317562,0.7000000000000001
History Of Java Museum (HOJ),4.121212121212121,1.3864878235485822,33,0.5757575757575758,0.12121212121212122,0.30303030303030304,0.8515945040456092,0.7
Sungai Mudal,4.857142857142857,0.408248290463863,49,0.42857142857142855,0.08163265306122448,0.4897959183673469,0.9013665493091796,0.7
Wisata Alam Kembang Soka,4.857142857142857,0.3631365196012815,14,0.42857142857142855,0.0,0.5714285714285714,0.8872539750977503,0.7
Museum Kotagede Intro Living Museum,4.9491525423728815,0.22157187777172221,59,0.4067796610169492,0.13559322033898305,0.4576271186440678,0.8745653315057492,0.6983050847457628
Pantai Somandeng,4.660714285714286,0.6403631275026185,56,0.4642857142857143,0.125,0.4107142857142857,0.8743856621424507,0.6982142857142857
Pantai Nglambor,4.666666666666667,0.762000762001143,63,0.4603174603174603,0.1111111111111111,0.42857142857142855,0.8985258224772086,0.6968253968253968
Gua Cerme,4.760869565217392,0.7050542172594692,46,0.43478260869565216,0.06521739130434782,0.5,0.8924773560093978,0.6934782608695652
Wisata Outbond Gunung Mungker,4.487804878048781,0.745719492152116,41,0.4878048780487805,0.1951219512195122,0.3170731707317073,0.8326486976956451,0.6926829268292684
